loop-location,icc-parallel,omp,icc-labels,loop-absolute-size,loop-payload-fraction,loop-proper-sccs-number,loop-critical-payload-fraction,loop-depth,loop-inner-loop-num,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,payload-reg-dependencies-number,payload-mem-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,critical-payload-reg-dependencies-number,critical-payload-mem-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-call-count,iterator-call-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-call-count,payload-call-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-call-count,critical-payload-call-fraction
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/ninvr.c(48),1,0,1,106,0.9528,3,0.2376,2,1,0.07083,0.04167,0,0.4507,0.1033,0,213,110,0,5,0,105,10,38,28,0,5,0,23,10,0,0,0,0,5,0.0495,0,0,5,0.2083,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/ninvr.c(49),1,0,1,98,0.949,2,0.2043,3,0,0.4836,0.04695,0,0.12,0.12,0,100,95,0,5,0,90,10,28,23,0,5,0,18,10,0,0,0,0,5,0.05376,0,0,5,0.2632,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(47),1,1,1,114,0.9561,3,0.2202,1,2,0.06367,0.03745,0,0.4583,0.1167,0,240,124,1,5,0,120,10,41,28,0,3,0,25,6,0,0,0,0,5,0.04587,0,0,3,0.125,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(48),1,0,1,106,0.9528,3,0.2376,2,1,0.07083,0.04167,0,0.4507,0.1033,0,213,110,0,5,0,105,10,38,28,0,5,0,23,10,0,0,0,0,5,0.0495,0,0,5,0.2083,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(49),1,0,1,98,0.949,1,0.1505,3,0,0.4836,0.04695,0,0.08,0.08,0,100,94,1,5,0,90,10,21,18,0,3,0,15,6,0,0,0,0,5,0.05376,0,0,3,0.2143,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(395),1,1,1,50,0.9,4,0.3778,1,3,0.08257,0.01835,0,0.3778,0.1,0,90,40,0,1,0,39,2,32,17,0,1,0,16,2,0,0,0,0,1,0.02222,0,0,1,0.05882,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(396),1,0,1,42,0.881,3,0.3243,2,2,0.1,0.02222,0,0.4085,0.09859,0,71,33,0,1,0,32,2,22,12,0,1,0,11,2,0,0,0,0,1,0.02703,0,0,1,0.08333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(397),1,0,1,34,0.8529,2,0.2414,3,1,0.1127,0.02817,0,0.4528,0.09434,0,53,26,0,1,0,25,2,12,7,0,1,0,6,2,0,0,0,0,1,0.03448,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(398),1,0,1,26,0.8462,1,0.1364,4,0,0.4528,0.03774,0,0.1429,0.1429,0,21,20,0,1,0,19,2,4,3,0,1,0,2,2,0,0,0,0,1,0.04545,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(383),1,1,1,78,0.9231,3,0.1806,1,2,0.07558,0.02907,0,0.4694,0.08844,0,147,74,0,1,0,73,2,24,13,0,1,0,12,2,0,0,0,0,1,0.01389,0,0,1,0.07692,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(384),1,0,1,69,0.913,2,0.1111,2,1,0.07483,0.03401,0,0.4919,0.06452,0,124,63,0,1,0,62,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01587,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(385),1,0,1,60,0.9333,1,0.05357,3,0,0.4919,0.04032,0,0.05455,0.05455,0,55,54,0,1,0,53,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(371),1,1,1,90,0.9333,3,0.1548,1,2,0.07035,0.03015,0,0.4798,0.08671,0,173,88,0,1,0,87,2,24,13,0,1,0,12,2,0,0,0,0,1,0.0119,0,0,1,0.07692,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(372),1,0,1,81,0.9259,2,0.09333,2,1,0.06936,0.03468,0,0.4966,0.0604,0,149,76,0,1,0,75,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01333,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(373),1,0,1,72,0.9444,1,0.04412,3,0,0.4966,0.04027,0,0.04478,0.04478,0,67,66,0,1,0,65,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(356),1,1,1,110,0.9455,4,0.1827,1,3,0.05976,0.02789,0,0.4732,0.1071,0,224,114,0,1,0,113,2,36,19,0,1,0,18,2,0,0,0,0,1,0.009615,0,0,1,0.05263,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(357),1,0,1,101,0.9406,3,0.1368,2,2,0.06696,0.03125,0,0.4873,0.08629,0,197,101,0,1,0,100,2,24,13,0,1,0,12,2,0,0,0,0,1,0.01053,0,0,1,0.07692,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(358),1,0,1,92,0.9348,2,0.0814,3,1,0.06599,0.03553,0,0.5,0.05814,0,172,88,0,1,0,87,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01163,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(359),1,0,1,83,0.9518,1,0.03797,4,0,0.5,0.0407,0,0.03846,0.03846,0,78,77,0,1,0,76,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01266,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(345),1,1,1,90,0.9333,3,0.1548,1,2,0.07035,0.03015,0,0.4798,0.08671,0,173,88,0,1,0,87,2,24,13,0,1,0,12,2,0,0,0,0,1,0.0119,0,0,1,0.07692,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(346),1,0,1,81,0.9259,2,0.09333,2,1,0.06936,0.03468,0,0.4966,0.0604,0,149,76,0,1,0,75,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01333,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(347),1,0,1,72,0.9444,1,0.04412,3,0,0.4966,0.04027,0,0.04478,0.04478,0,67,66,0,1,0,65,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(334),1,1,1,78,0.9231,3,0.1806,1,2,0.07558,0.02907,0,0.4694,0.08844,0,147,74,0,1,0,73,2,24,13,0,1,0,12,2,0,0,0,0,1,0.01389,0,0,1,0.07692,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(335),1,0,1,69,0.913,2,0.1111,2,1,0.07483,0.03401,0,0.4919,0.06452,0,124,63,0,1,0,62,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01587,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(336),1,0,1,60,0.9333,1,0.05357,3,0,0.4919,0.04032,0,0.05455,0.05455,0,55,54,0,1,0,53,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(288),1,1,1,635,0.9906,4,0.03498,1,2,0.04564,0.04019,0,0.527,0.09215,0,1389,750,3,5,0,748,10,36,22,0,2,0,20,4,0,0,0,0,5,0.007949,0,0,2,0.09091,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(289),1,0,1,626,0.9904,3,0.02581,2,1,0.04824,0.04248,0,0.5115,0.05267,0,1310,685,3,5,0,683,10,24,16,0,2,0,14,4,0,0,0,0,5,0.008065,0,0,2,0.125,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(290),1,0,1,617,0.9903,2,0.01637,3,0,0.5115,0.04504,0,0.01592,0.01592,0,628,620,3,5,0,618,10,12,10,0,2,0,8,4,0,0,0,0,5,0.008183,0,0,2,0.2,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(190),1,1,0,1036,0.9952,15,0.07856,1,13,0.04984,0.03537,0,0.5102,0.1113,0.02421,2354,1210,56,45,0,1186,125,162,82,9,10,0,75,26,0,0,0,0,10,0.009699,0,0,5,0.06173,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(191),1,0,1,624,0.992,5,0.042,2,1,0.04769,0.04263,0,0.5122,0.06116,0,1308,686,1,5,0,682,10,35,26,0,4,0,22,8,0,0,0,0,5,0.008078,0,0,4,0.1538,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(234),1,0,1,68,0.9265,1,0.06349,2,1,0.07586,0.03448,0,0.4919,0.04032,0,124,62,1,1,0,62,2,8,4,0,0,0,4,0,0,0,0,0,1,0.01587,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(242),1,0,1,80,0.9375,2,0.09333,2,1,0.07018,0.03509,0,0.4966,0.0604,0,149,76,0,1,0,75,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01333,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(250),1,0,1,100,0.94,3,0.1277,2,2,0.06335,0.03167,0,0.4923,0.08718,0,195,100,0,1,0,99,2,22,12,0,1,0,11,2,0,0,0,0,1,0.01064,0,0,1,0.08333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(262),1,0,1,80,0.9375,2,0.09333,2,1,0.07018,0.03509,0,0.4966,0.0604,0,149,76,0,1,0,75,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01333,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(271),1,0,1,68,0.9265,1,0.06349,2,1,0.07586,0.03448,0,0.4919,0.04032,0,124,62,1,1,0,62,2,8,4,0,0,0,4,0,0,0,0,0,1,0.01587,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(192),1,0,1,616,0.9919,4,0.03437,3,0,0.5122,0.04511,0,0.03344,0.03344,0,628,622,1,5,0,618,10,25,21,0,4,0,17,8,0,0,0,0,5,0.008183,0,0,4,0.1905,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(235),1,0,1,60,0.9333,1,0.05357,3,0,0.4919,0.04032,0,0.05455,0.05455,0,55,54,0,1,0,53,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(243),1,0,1,72,0.9444,1,0.04412,3,0,0.4966,0.04027,0,0.04478,0.04478,0,67,66,0,1,0,65,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(251),1,0,1,91,0.9451,2,0.0814,3,1,0.06667,0.0359,0,0.5,0.05814,0,172,88,0,1,0,87,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01163,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(263),1,0,1,72,0.9444,1,0.04412,3,0,0.4966,0.04027,0,0.04478,0.04478,0,67,66,0,1,0,65,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(272),1,0,1,60,0.9333,1,0.05357,3,0,0.4919,0.04032,0,0.05455,0.05455,0,55,54,0,1,0,53,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(252),1,0,1,83,0.9518,1,0.03797,4,0,0.5,0.0407,0,0.03846,0.03846,0,78,77,0,1,0,76,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01266,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(96),1,1,1,1020,0.9951,13,0.0867,1,11,0.04482,0.03586,0,0.4919,0.09726,0.002571,2334,1227,29,45,0,1176,125,233,124,18,40,0,78,104,0,0,0,0,10,0.009852,0,0,10,0.1136,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(97),1,0,1,624,0.992,6,0.05008,2,1,0.04769,0.04263,0,0.5122,0.06498,0,1308,687,0,5,0,682,10,41,31,0,5,0,26,10,0,0,0,0,5,0.008078,0,0,5,0.1613,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(139),1,0,1,141,0.9645,4,0.1029,2,2,0.0684,0.03583,0,0.4891,0.06159,0,276,140,1,3,0,137,7,24,14,0,2,0,12,4,0,0,0,0,2,0.01471,0,0,2,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(154),1,0,1,100,0.95,3,0.1368,2,2,0.06757,0.03153,0,0.4873,0.08629,0,197,101,0,1,0,100,2,24,13,0,1,0,12,2,0,0,0,0,1,0.01053,0,0,1,0.07692,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(165),1,0,1,144,0.9653,3,0.08633,2,2,0.07453,0.03416,0,0.4792,0.0625,0.006944,288,151,2,3,0,149,7,23,12,0,3,0,10,5,0,0,0,0,2,0.01439,0,0,2,0.1667,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(98),1,0,1,616,0.9919,5,0.04255,3,0,0.5122,0.04511,0,0.0414,0.0414,0,628,623,0,5,0,618,10,31,26,0,5,0,21,10,0,0,0,0,5,0.008183,0,0,5,0.1923,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(141),1,0,1,60,0.9333,1,0.05357,3,0,0.4919,0.04032,0,0.05455,0.05455,0,55,54,0,1,0,53,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(147),1,0,1,72,0.9444,1,0.04412,3,0,0.4966,0.04027,0,0.04478,0.04478,0,67,66,0,1,0,65,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(155),1,0,1,92,0.9348,2,0.0814,3,1,0.06599,0.03553,0,0.5,0.05814,0,172,88,0,1,0,87,2,12,7,0,1,0,6,2,0,0,0,0,1,0.01163,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(167),1,0,1,72,0.9444,1,0.04412,3,0,0.4966,0.04027,0,0.04478,0.04478,0,67,66,0,1,0,65,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(174),1,0,1,60,0.9333,1,0.05357,3,0,0.4919,0.04032,0,0.05455,0.05455,0,55,54,0,1,0,53,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(156),1,0,1,83,0.9518,1,0.03797,4,0,0.5,0.0407,0,0.03846,0.03846,0,78,77,0,1,0,76,2,4,3,0,1,0,2,2,0,0,0,0,1,0.01266,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(80),1,1,0,51,0.8824,3,0.3556,1,3,0.08929,0.01786,0,0.3556,0.06667,0,90,39,0,1,0,39,1,32,16,0,0,0,16,0,0,0,0,0,1,0.02222,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(81),0,0,0,42,0.8571,2,0.2778,2,2,0.1111,0.02222,0,0.3971,0.05882,0,68,31,0,1,0,31,1,20,10,0,0,0,10,0,0,0,0,0,1,0.02778,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(82),0,0,0,33,0.8182,1,0.1481,3,1,0.1176,0.02941,0,0.4583,0.04167,0,48,23,0,1,0,23,1,8,4,0,0,0,4,0,0,0,0,0,1,0.03704,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(83),0,0,0,24,0.8333,0,0,4,0,0.4583,0.04167,0,0,0,0,18,17,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(52),1,1,1,194,0.9691,2,0.06383,1,2,0.06114,0.04367,0,0.5096,0.09569,0,418,219,2,7,0,219,9,24,12,0,0,0,12,0,0,0,0,0,8,0.04255,1,0.005319,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(53),1,0,1,185,0.9676,1,0.03352,2,1,0.06699,0.04785,0,0.5026,0.05291,0,378,194,1,7,0,193,9,12,6,0,0,0,6,0,0,0,0,0,8,0.04469,1,0.005587,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(54),1,0,1,176,0.9659,0,0,3,0,0.5026,0.05291,0,0,0,0,176,169,0,7,0,167,9,0,0,0,0,0,0,0,0,0,0,0,8,0.04706,1,0.005882,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(231),0,0,0,65,0.9385,0,0,1,0,0.1746,0.04762,0,0,0,0,96,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0.08197,5,0.08197,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(225),0,0,0,10,0.6,0,0,1,0,0.4211,0.1053,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3333,1,0.1667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(191),0,0,0,15,0.6667,0,0,1,0,0.3214,0.1071,0,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(186),0,0,0,7,0.4286,0,0,1,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(172),0,0,0,7,0.4286,0,0,1,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(141),0,0,0,4,0.25,0,0,1,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(139),0,0,0,4,0.25,0,0,1,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(48),1,1,1,177,0.9718,3,0.2209,1,2,0.05412,0.03765,0,0.4745,0.1403,0,392,213,1,5,0,209,10,59,45,0,4,0,41,8,0,0,0,0,5,0.02907,0,0,4,0.1053,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(49),1,0,1,169,0.9704,2,0.2012,2,1,0.05867,0.04082,0,0.4652,0.1086,0,359,192,1,5,0,188,10,49,40,0,4,0,36,8,0,0,0,0,5,0.03049,0,0,4,0.1212,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(50),1,0,1,161,0.9689,2,0.0641,3,0,0.4791,0.04457,0,0.07345,0.07345,0,177,170,2,5,0,167,10,12,10,0,2,0,8,4,0,0,0,0,5,0.03205,0,0,2,0.2,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(49),1,1,1,177,0.9718,4,0.1744,1,2,0.05399,0.03756,0,0.4936,0.1399,0,393,214,1,5,0,210,10,47,33,0,4,0,29,8,0,0,0,0,5,0.02907,0,0,4,0.1333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(50),1,0,1,169,0.9704,3,0.1098,2,1,0.05852,0.04071,0,0.4944,0.09722,0,360,192,2,5,0,189,10,26,19,0,2,0,17,4,0,0,0,0,5,0.03049,0,0,2,0.1111,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(51),1,0,1,161,0.9689,1,0.02564,3,0,0.4778,0.04444,0,0.02809,0.02809,0,178,170,3,5,0,168,10,5,4,0,1,0,3,2,0,0,0,0,5,0.03205,0,0,1,0.25,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(320),0,0,0,47,0.9149,1,0.2326,1,0,0.1789,0.1158,0,0.4429,0,0,70,31,0,1,0,31,2,15,7,0,1,0,7,2,0,0,0,0,4,0.09302,3,0.06977,1,0.1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(301),0,0,0,47,0.9149,0,0,1,0,0.1789,0.1158,0,0,0,0,70,31,0,1,0,31,2,0,0,0,0,0,0,0,0,0,0,0,4,0.09302,3,0.06977,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(275),1,0,1,36,0.8889,0,0,1,0,0.5263,0.1053,0,0,0,0,28,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0625,2,0.0625,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(70),1,0,1,12,0.6667,0,0,1,0,0.4545,0.09091,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(63),1,0,1,14,0.7143,1,0.3,1,0,0.4286,0.07143,0,0.375,0.375,0,8,8,0,0,0,7,1,3,3,0,0,0,2,1,0,0,0,0,1,0.1,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(51),1,1,0,2248,0.9978,30,0.2131,1,26,0.01407,0.007617,0,0.2867,0.1042,0.03244,9309,4167,1907,954,0,2604,4424,4607,1858,1696,928,0,368,4114,0,0,0,0,91,0.04057,1,0.0004458,87,0.182,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(61),0,0,0,178,0.9719,2,0.06358,2,2,0.05277,0.01847,0,0.3524,0.04011,0,349,172,1,7,0,168,12,22,11,0,0,0,11,0,0,0,0,0,7,0.04046,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(80),1,0,1,113,0.9558,3,0.08333,2,0,0.498,0.05714,0,0.07965,0.07965,0,113,102,4,7,0,99,14,12,9,0,3,0,6,6,0,0,0,0,7,0.06481,0,0,3,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(92),1,0,1,86,0.9419,2,0.1111,2,1,0.09137,0.05076,0,0.4852,0.07692,0,169,82,4,5,0,81,10,16,9,0,1,0,8,2,0,0,0,0,5,0.06173,0,0,1,0.1111,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(102),1,0,1,113,0.9558,1,0.1944,2,0,0.3801,0.04361,0,0.1111,0.1111,0,189,143,18,28,0,112,77,91,45,18,28,0,14,77,0,0,0,0,7,0.06481,0,0,7,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(118),1,0,1,179,0.9721,1,0.02874,2,1,0.07654,0.05926,0,0.522,0.06593,0,364,183,0,10,0,183,10,10,5,0,0,0,5,0,0,0,0,0,10,0.05747,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(140),1,0,1,265,0.9811,5,0.1385,2,4,0.05357,0.04258,0,0.4713,0.1458,0.08984,679,313,74,26,0,278,135,88,52,8,10,0,32,38,0,0,0,0,9,0.03462,0,0,4,0.1111,0,0
