loop-location,icc,omp,icc-parallel,loop-absolute-size,loop-payload-fraction,loop-proper-sccs-number,loop-critical-payload-fraction,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-call-count,iterator-call-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-call-count,payload-call-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-call-count,critical-payload-call-fraction
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(76),0,,0,119,0.07563,0,0,0.4,0.04,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0.03636,3,0.02727,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(79),0,,0,12,0.6667,0,0,0.4348,0.08696,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(84),0,,0,12,0.6667,0,0,0.4348,0.08696,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(89),0,,0,12,0.6667,0,0,0.4348,0.08696,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(94),1,,1,68,0.9412,0,0,0.4733,0.04667,0,0,0,0,71,70,0,1,0,0,0,0,0,0,0,0,0,0,1,0.01562,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(56),1,1,1,66,0.04545,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.07937,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(57),1,,1,57,0.05263,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.09259,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(58),1,,1,48,0.875,0,0,0.4747,0.05051,0,0,0,0,40,35,0,5,0,0,0,0,0,0,0,0,0,0,5,0.119,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(225),1,,1,85,0.4941,3,0.2857,0.3717,0.0531,0,0.09524,0.09524,0,63,27,0,36,0,36,0,0,36,0,0,0,0,0,12,0.2857,0,0,12,1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(226),1,,1,45,0.9111,3,0.1463,0.5,0.06383,0,0.1538,0.1538,0,39,33,0,6,0,6,0,0,6,0,0,0,0,0,6,0.1463,0,0,6,1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(252),1,,1,79,0.4937,3,0.3077,0.3451,0.0531,0,0.09091,0.09091,0,66,24,0,42,0,42,0,0,42,0,0,0,0,0,12,0.3077,0,0,12,1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/initialize.c(253),1,,1,42,0.9048,3,0.1579,0.4681,0.06383,0,0.1429,0.1429,0,42,30,0,12,0,12,0,0,12,0,0,0,0,0,6,0.1579,0,0,6,1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/ninvr.c(47),1,1,1,114,0.02632,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.04505,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/ninvr.c(48),1,,1,106,0.0283,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.04854,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/ninvr.c(49),1,,1,98,0.949,2,0.2043,0.4725,0.04587,0,0.1143,0.1143,0,105,95,5,5,0,33,23,5,5,0,0,0,0,0,5,0.05376,0,0,5,0.2632,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(47),1,1,1,114,0.02632,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.04505,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(48),1,,1,106,0.0283,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.04854,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/pinvr.c(49),1,,1,98,0.949,2,0.2043,0.4725,0.04587,0,0.1143,0.1143,0,105,95,5,5,0,33,23,5,5,0,0,0,0,0,5,0.05376,0,0,5,0.2632,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(395),1,1,1,50,0.06,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02128,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(396),1,,1,42,0.07143,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02564,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(397),1,,1,34,0.08824,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03226,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(398),1,,1,26,0.8462,1,0.1364,0.4444,0.03704,0,0.1364,0.1364,0,22,20,1,1,0,5,3,1,1,0,0,0,0,0,1,0.04545,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(383),1,1,1,78,0.03846,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01333,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(384),1,,1,69,0.04348,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01515,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(385),1,,1,60,0.9333,1,0.05357,0.488,0.04,0,0.05357,0.05357,0,56,54,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(371),1,1,1,90,0.03333,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01149,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(372),1,,1,81,0.03704,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01282,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(373),1,,1,72,0.9444,1,0.04412,0.4933,0.04,0,0.04412,0.04412,0,68,66,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(356),1,1,1,110,0.02727,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009346,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(357),1,,1,101,0.0297,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0102,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(358),1,,1,92,0.03261,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01124,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(359),1,,1,83,0.9518,1,0.03797,0.4971,0.04046,0,0.03797,0.03797,0,79,77,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01266,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(345),1,1,1,90,0.03333,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01149,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(346),1,,1,81,0.03704,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01282,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(347),1,,1,72,0.9444,1,0.04412,0.4933,0.04,0,0.04412,0.04412,0,68,66,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(334),1,1,1,78,0.03846,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01333,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(335),1,,1,69,0.04348,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01515,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(336),1,,1,60,0.9333,1,0.05357,0.488,0.04,0,0.05357,0.05357,0,56,54,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(288),1,1,1,635,0.004724,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.007911,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(289),1,,1,626,0.004792,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.008026,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(290),1,,1,617,0.9903,5,0.04255,0.5095,0.04487,0,0.04107,0.04107,0,633,623,5,5,0,36,26,5,5,0,0,0,0,0,5,0.008183,0,0,5,0.1923,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(190),0,1,1,1036,0.01062,0,0,0.04198,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0.009756,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(191),1,,1,624,0.004808,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.008052,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(234),1,,1,68,0.04412,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01538,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(242),1,,1,80,0.0375,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01299,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(250),1,,1,100,0.03,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01031,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(262),1,,1,80,0.0375,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01299,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(271),1,,1,68,0.04412,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01538,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(192),1,,1,616,0.9919,5,0.04255,0.5103,0.04494,0,0.04107,0.04107,0,633,623,5,5,0,36,26,5,5,0,0,0,0,0,5,0.008183,0,0,5,0.1923,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(235),1,,1,60,0.9333,1,0.05357,0.488,0.04,0,0.05357,0.05357,0,56,54,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(243),1,,1,72,0.9444,1,0.04412,0.4933,0.04,0,0.04412,0.04412,0,68,66,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(251),1,,1,91,0.03297,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01136,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(263),1,,1,72,0.9444,1,0.04412,0.4933,0.04,0,0.04412,0.04412,0,68,66,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(272),1,,1,60,0.9333,1,0.05357,0.488,0.04,0,0.05357,0.05357,0,56,54,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(252),1,,1,83,0.9518,1,0.03797,0.4971,0.04046,0,0.03797,0.03797,0,79,77,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01266,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(96),1,1,1,1020,0.005882,0,0,0.02344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.009862,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(97),1,,1,624,0.004808,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.008052,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(139),1,,1,141,0.02837,0,0,0.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0146,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(154),1,,1,100,0.03,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01031,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(165),1,,1,144,0.04861,0,0,0.2333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0146,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(98),1,,1,616,0.9919,5,0.04255,0.5103,0.04494,0,0.04107,0.04107,0,633,623,5,5,0,36,26,5,5,0,0,0,0,0,5,0.008183,0,0,5,0.1923,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(141),1,,1,60,0.9333,1,0.05357,0.488,0.04,0,0.05357,0.05357,0,56,54,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(147),1,,1,72,0.9444,1,0.04412,0.4933,0.04,0,0.04412,0.04412,0,68,66,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(155),1,,1,92,0.03261,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01124,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(167),1,,1,72,0.9444,1,0.04412,0.4933,0.04,0,0.04412,0.04412,0,68,66,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01471,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(174),1,,1,60,0.9333,1,0.05357,0.488,0.04,0,0.05357,0.05357,0,56,54,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01786,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(156),1,,1,83,0.9518,1,0.03797,0.4971,0.04046,0,0.03797,0.03797,0,79,77,1,1,0,5,3,1,1,0,0,0,0,0,1,0.01266,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(80),0,1,1,51,0.05882,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02083,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(81),0,,0,42,0.07143,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02564,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(82),0,,0,33,0.09091,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03333,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(83),0,,0,24,0.8333,0,0,0.4583,0.04167,0,0,0,0,18,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(52),1,1,1,194,0.01546,0,0,0.1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.04188,1,0.005236,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(53),1,,1,185,0.01622,0,0,0.1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.04396,1,0.005495,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/rhs.c(54),1,,1,176,0.9659,1,0.01765,0.5,0.05263,0,0.03371,0.03371,0,178,169,2,7,0,5,2,2,1,0,0,0,0,0,8,0.04706,1,0.005882,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(231),0,,0,65,0.9385,0,0,0.1746,0.04762,0,0,0,0,96,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0.08197,5,0.08197,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(225),0,,0,10,0.6,0,0,0.4211,0.1053,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3333,1,0.1667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(191),0,,0,15,0.6667,0,0,0.3214,0.1071,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(186),0,,0,7,0.4286,0,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(172),0,,0,7,0.4286,0,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(141),0,,0,4,0.25,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/sp.c(139),0,,0,4,0.25,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(48),1,1,1,177,0.01695,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.02874,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(49),1,,1,169,0.01775,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.03012,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/txinvr.c(50),1,,1,161,0.9689,1,0.2115,0.4725,0.04396,0,0.1209,0.1209,0,182,172,5,5,0,53,43,5,5,0,0,0,0,0,5,0.03205,0,0,5,0.1515,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(49),1,1,1,177,0.01695,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.02874,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(50),1,,1,169,0.01775,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.03012,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/tzetar.c(51),1,,1,161,0.9689,1,0.2115,0.4712,0.04384,0,0.1257,0.1257,0,183,173,5,5,0,53,43,5,5,0,0,0,0,0,5,0.03205,0,0,5,0.1515,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(320),0,,0,47,0.9149,1,0.2326,0.1771,0.1146,0,0.4366,0,0,71,31,0,1,0,16,7,0,1,0,0,0,0,0,4,0.09302,3,0.06977,1,0.1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(301),0,,0,47,0.9149,1,0.2326,0.1771,0.1146,0,0.4366,0,0,71,31,0,1,0,16,7,0,1,0,0,0,0,0,4,0.09302,3,0.06977,1,0.1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(275),1,,1,36,0.8889,0,0,0.5263,0.1053,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0625,2,0.0625,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(70),1,,1,12,0.6667,0,0,0.4545,0.09091,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/verify.c(63),1,,1,14,0.7143,1,0.3,0.4138,0.06897,0,0.3333,0.3333,0,9,8,1,0,0,4,3,1,0,0,0,0,0,0,1,0.1,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(51),0,1,1,2248,0.007562,0,0,0.001934,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,90,0.04034,0,0,1,0.05882,1,0.05882,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(61),0,,0,178,0.02247,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.04023,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(80),1,,1,113,0.9558,7,0.1944,0.4841,0.05556,0,0.175,0.175,0,120,106,7,7,0,35,21,7,7,0,0,0,0,0,7,0.06481,0,0,7,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(92),1,,1,86,0.03488,0,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.06024,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(102),1,,1,113,0.9558,1,0.1944,0.312,0.03581,0,0.08108,0.08108,0,259,161,49,49,0,161,63,49,49,0,0,0,0,0,7,0.06481,0,0,7,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(118),1,,1,179,0.01676,0,0,0.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.05682,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(140),1,,1,265,0.01132,0,0,0.01095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.03435,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/SP/src/x_solve.c(168),1,,1,197,0.5178,1,0.2157,0.3142,0.03825,0,0.07212,0.07212,0,208,148,44,16,0,121,61,44,16,0,3,0.03158,0,0,4,0.03922,0,0,4,0.1818,0,0
